Review Title,Review Text,Sentiment,Review Length
Simply awesome,The quality of the shuttle wasn't upto the mark and also it started deteriorating after 3-4 matches only,0,18
Worth every penny,Awesome!,1,1
Highly recommended,ORG,1,1
Just wow!,Nice,1,1
Perfect product!,I was so happy 😁😁.It is very good product in Yonex Mavis 350 nylon shuttle.,1,15
Horrible,Cool,1,1
Useless product,Great,1,1
Decent product,Satisfied....,1,1
Mind-blowing purchase,Good shuttle for defensive play Better for intermediate playersBeginner is mavis 10 best,1,13
Unsatisfactory,Nice,1,1
Good,Although genuine product but durability is very less,1,8
Delightful,nice product and durable,1,4
Best in the market!,Nice product but delivery is very delay,1,7
Simply awesome,Genuine product 👍,1,3
Mind-blowing purchase,It is a waste product and I suggest the people to not bay from Flipkart,0,15
Simply awesome,Used products,0,2
Simply awesome,Durability is not good as expected. It usually last for 4-5days,0,11
Terrific purchase,Good and best product,1,4
Classy product,Worst experience with this purchase,0,5
Terrific purchase,Good,0,1
Super!,Long lasting,1,2
Wonderful,Super...,1,1
Simply awesome,Supper,1,1
Simply awesome,Very nice product....,1,3
Simply awesome,Awesome,1,1
Brilliant,Good product But price is on higher side,1,8
Pretty good,Good one... On problem for  20 to 30 days..,1,9
Nice product,Nice quality,1,2
Awesome,Best durability little slow but similar flight as feather shuttle tournament grade.,1,12
Must buy!,As usual . Awesome and best among all the shuttles brands.,1,11
Delightful,SUPPERB,1,1
Does the job,Excellent product,1,2
Wonderful,Nice,1,1
Does the job,Awsm,1,1
Worth every penny,Great Quality,1,2
Must buy!,Nice productSafe delivery,1,3
Fair,Very good,1,2
Highly recommended,Ok,0,1
Delightful,Nice one,1,2
Mind-blowing purchase,This quality good,0,3
Simply awesome,"Original product I got, happy with delivery",1,7
Worth every penny,So good 👍 service also nice 👌,1,7
Mind-blowing purchase,Generally it's base broke in some of the shuttle,0,9
Does the job,Original shuttle. Great experience,1,4
Super!,Some of the items not good quality,0,7
Wonderful,Very good,1,2
Worthless,Good one,1,2
Delightful,Nice 👍,1,2
Wonderful,Very fine,1,2
Worth the money,Excellent,1,1
Simply awesome,Original product.. very good quality,1,5
Very Good,The shuttle are good.... If u play normally it can last for more than week.... But since I mostly smash and have usually serious play.... So lasting for 3-4 days........... Would say go for it,0,35
Best in the market!,Nice service and very fast delivery and appropriate item not like other on line stores,1,15
Great product,Good 👍,1,2
Terrific,Inside the shuttle was of local brand and was abysmal in quality.,0,12
Terrific,Must buy,1,2
Highly recommended,Thanks🙏 nice👍,1,2
Highly recommended,Best shuttlecock for playing indoor as well as you can use for outdoor gaming.,1,14
Really Nice,It is good product,1,4
Pretty good,Best quality,1,2
Mind-blowing purchase,Great deal,1,2
Wonderful,Got the genuine yonex product,1,5
Fabulous!,Good quality as expected.,1,4
Wonderful,Nice product advance delivery,1,4
Terrific,Super,1,1
Worth every penny,Good quality,1,2
Mind-blowing purchase,Super shuttle......very strong and slow,1,5
Excellent,Loved,1,1
Great product,Grt . ButPrice is increasing day by day .,1,9
Classy product,"Excellent product, worth for money",1,5
Great product,Go for it. Very good quality.,1,6
Great product,Good quality 👌,1,3
Terrific purchase,Good quality,1,2
Terrific purchase,Good.... Bt the price was somewhat more than that of market price,1,12
Really Nice,Nice,1,1
Great product,very good 😍😍,1,3
Nice,Nice one,1,2
Worthless,Super product.. Plastic seal broken,1,5
Terrific,Good quality product but price has been increased a little bit,1,11
Best in the market!,Great quality,1,2
Worth every penny,Yonex 350 coack is very good for badminton,1,8
Super!,Mavis 350  good product,1,4
Bad quality,A lil bit costly but Durable,1,6
Mind-blowing purchase,2 shuttles are damaged otherwise it's okay...,0,7
Value-for-money,Power,0,1
Brilliant,Best for shuttle,1,3
Classy product,Avarage,1,1
Pretty good,Best product..,1,2
Best in the market!,Nice one,1,2
Best in the market!,superbbbbb,1,1
Just okay,Good,1,1
Value-for-money,Soo bad,0,2
Fabulous!,Original and awesome,1,3
Best in the market!,Nice product,1,2
Awesome,Very best..best quality...,1,3
Fabulous!,good quality,1,2
Excellent,It is very good quality but the rate is little higher.,1,11
Don't waste your money,Not durable,0,2
Perfect product!,Nice product,1,2
Simply awesome,Too much cost,1,3
Mind-blowing purchase,Good product best quality,1,4
Good,Always best.,1,2
Pretty good,Good quality shuttles for indoor play. Go for it.,1,9
Perfect product!,It's good must buy it .....,1,6
Pretty good,product is very nice,1,4
Worth every penny,Must buy,1,2
Terrible product,Shuttles box was crushed.. very bad,0,6
Terrific,Good product  love it.,1,4
Terrific purchase,Good one..!!,1,2
Just okay,Super quality,1,2
Classy product,All good but price should be lower,1,7
Good quality product,Very nice,1,2
Wonderful,Very nice shuttle And good balancing shuttle,1,7
Mind-blowing purchase,Best product for beginners playing outside.,1,6
Very Good,Genuine,1,1
Classy product,Very slow worst,0,3
Good,GOOD,1,1
Terrific purchase,Very good product,1,3
Terrific,Products was good but the cap wasn't good and it's not a long lasting shuttle,0,15
Classy product,Fire,1,1
Worthless,Super Fast Delivery Un Expected,1,5
Fabulous!,Super,1,1
Just okay,Excellent to play..,1,3
Highly recommended,Ultimate shuttle,1,2
Fair,Super,1,1
"Faulty shuttle in book, is it genuine product?",It's a genuine and good product,1,6
Pretty good,Nice one,0,2
Value-for-money,Good product nd good pack thank flipkart,1,7
Super!,Super product,1,2
Terrific purchase,Very less durable... Each piece gone in three days,1,9
Classy product,Very bad product all the corcks are ccracked one's,0,9
Must buy!,Original shuttle very  nice,1,4
Super!,Nice,0,1
Super!,Good quality,1,2
Highly recommended,Quality is very poooooor,0,4
Must buy!,"Overall good product. However, out of 6, found one shuttle is not up to the mark and is revolving like a bullet. A waste of money. Not sure if the vendor is selling genuine products at all.",0,37
Worthless,Nice but 77 gm very nice,1,6
Terrific,Very super product,1,3
Awesome,Very nice.. 10/10 marks for quality and  durability..,1,8
Excellent,Goood,1,1
Worth the money,Nice shuttle,1,2
Good quality product,Best and most consistent shuttle cork for regular players. Original product delivered. This shuttle is used in most of the junior tournaments across the world.,1,25
Don't waste your money,Genuine purchase,1,2
Value-for-money,The shuttles (green) are very fast. Not enjoying the game just little push or lift shuttles going out.,0,18
Mind-blowing purchase,Absolutely original,1,2
Fabulous!,Very,1,1
Just wow!,Genuine product,1,2
Just wow!,"Good quality, original.",1,3
Simply awesome,Really good quality shuttles...,1,4
Don't waste your money,Good,1,1
Not good,SUPEB,1,1
Super!,very bad product,0,3
Decent product,Good product,1,2
Brilliant,Outstanding,1,1
Not good,Very good quality,1,3
Horrible,"Indies best plastic shuttle, every player like it , in lockdown price very high",1,14
Mind-blowing purchase,"Don't buy it, they are putting adrenex shuttles inside and there is no return policy",0,15
Terrific purchase,Base of the shuttle is not good it was damaged.,0,10
Delightful,Super,1,1
Nice,2of 6 are just damaged,0,5
Mind-blowing purchase,Nce,1,1
Bad quality,excellent product,1,2
Very Good,Worst experience,0,2
Does the job,Quality is not good,0,4
Waste of money!,Am happy after use...But give same discount,1,7
Worth every penny,Average quality product,0,3
Don't waste your money,Good shuttle,1,2
Really Nice,100%%%%% original product thanks,1,4
Just wow!,"This time around, the quality is so low that, 3 of the 6 pack didn't last an hour. Probably, 2nd quality... Nobody pays market price for 2nd Quality",1,28
Classy product,Service is good ...but so late,0,6
Terrible product,Good pr,1,2
Simply awesome,Quality Much difference when we buy in shop and in Flipkart,0,11
Awesome,Product quality is very good but price is a bit high.,1,11
Must buy!,It's overall good but there is some small holes in cork which may be caused by some insects,0,18
Awesome,Waste product. Don't buy this product. Every cork was not properly fixed.,0,12
Just wow!,Good original shuttle,1,3
Mind-blowing purchase,Good its ok,0,3
Worth every penny,Good quality,1,2
Terrific,Fantastic original  with Yonex hologram package fantastic,1,7
Very Good,Too costly not original shuttle rotating badly,0,7
Horrible,Original,1,1
Not recommended at all,Nice shuttle,1,2
Value-for-money,Good one.Got it on time.Thanks Flipkart,1,6
Worth every penny,It is nice,1,3
Highly recommended,Product is good but price is......,1,6
Wonderful,Excellent condition of shuttlecocks. Timely delivery of a genuine product. Quality is assured in FLIPCART.,1,15
Fair,Durable.,1,1
Very good quality shuttles,Good product,1,2
Not good,Worst . Recieved damaged product. Waste of money.,0,8
Classy product,Not suitable for indoor badminton or standard players. I hated it.. Iam not interest to buy this product again,0,19
Perfect product!,Good product but doubt in original,1,6
Best in the market!,GOOD PRODUCT,1,2
Classy product,"received a genuine Yonex Mavis 350 , verified the scratch code",1,11
Best in the market!,"Here it is, the perfect shuttle!",1,6
Good quality product,Looks good but durability is worst,0,6
Waste of money!,All the shuttles in the box are quite good and long lasting.,1,12
Expected a better product,"I checked each piece, got the originals. Thank you seller.",1,10
Good quality product,Got defected pieces,0,3
Just okay,Ok,1,1
Very Good,Good one,1,2
Great product,Nice product 👍,1,3
Wonderful,Good but costly,1,3
Good quality product,Not good one don't bay,0,5
Nice product,Good as always but getting expensive on every purchase .,1,10
Fabulous!,I have received package with good condition but 3shuttles is not good,0,12
Perfect product!,Flipkart assured is really good.,1,5
Value-for-money,Average rating,0,2
Fabulous!,Gud quality,1,2
Just wow!,Wonderful shuttles. We can play in indoor and outdoor also.,1,10
Worth the money,Good qualyti,1,2
Best in the market!,To much costly,1,3
Just wow!,Cheaf quality..,1,2
Nice product,Superb,1,1
Good choice,Good prdt got at 793,1,5
Good quality product,As expected,1,2
Just wow!,I used to order it many times but this time the quality is not good..,1,15
Wonderful,Rate is very high,1,4
Moderate,A very nice product. Everybody can buy.,1,7
Nice product,Superb,1,1
Wonderful,It was good for the game..,1,6
Terrific purchase,Not good,0,2
Utterly Disappointed,Good,1,1
Fabulous!,"Good product , genuine 100%",1,5
Best in the market!,Loose,0,1
Highly recommended,Nice,1,1
Classy product,"The shuttle is really good, I and my friends are playing by hitting it very hard smashes everyday, so the shuttle life for me is 3 to 4 weeks. Buy it.",1,31
Best in the market!,Product quality was nice but delivery delay was absolutely disgusting🤢🤢🤢🤢,1,10
Nice product,Nice Flipkart 🥰,1,3
Awesome,Totally waste of money. Poor quality shuttle. Very slow moving. We can't even play single game with one shuttle,0,19
Perfect product!,Best product...👍👍,1,2
Awesome,Same as store,1,3
Classy product,"Worth the money, good quality",1,5
Awesome,Durability is super,1,3
Useless product,Good original speed and quality,1,5
Just okay,"Very good quality, reasonable price and fast delivery.",1,8
Super!,Liked it very much,1,4
Unsatisfactory,Super but rate is very high,1,6
Bad quality,Nice product.,1,2
Simply awesome,Good and sooper.,1,3
Worth every penny,Great product,1,2
Just wow!,Nice product.,1,2
Classy product,Bad quality,0,2
Mind-blowing purchase,Worth of Money.. We are always flipkart family...thank u,1,9
Good quality product,Not bad,0,2
Nice product,Ok,1,1
Brilliant,Original Quality. One shuttle last for atleast 9 sets if you are of an Intermediate level.,1,16
Brilliant,Very bad qualityShuttle life is very bad,0,7
Brilliant,Bad quality,0,2
Wonderful,Best for beginners,1,3
Terrific purchase,"I've been delivered with original and sealed,they are awesome",1,9
Just wow!,One out of six is so speed. Others are very suit to indoor.,1,13
Must buy!,Very good quality,1,3
Perfect product!,Poor quality,1,2
Brilliant,Good qwality,1,2
Perfect product!,Good quality  👍Genuine product from yonex 👍,1,7
Excellent,It is very good it has came with excellent packaging,1,10
Could be way better,Very good,1,2
Must buy!,Nice product but slow delivered,1,5
Absolute rubbish!,Great shuttle for practice...... Lasting for 5 to 6 sets (heavy play),1,12
Excellent,Good 🏸,1,2
Worth every penny,Good one,1,2
Fabulous!,Original shuttle.. timely delivery,1,4
Terrific,Superb,1,1
Could be way better,Best king of king Shuttlecock,1,5
Worth every penny,Bad quality. Suggested to low level players,0,7
Fabulous!,Products delivered are good and within the time.Thank you Flipcart,1,10
Highly recommended,I felt it authentic,1,4
Highly recommended,Brand remain same. But awesome Delivery schedule,1,7
Best in the market!,Poor quality shuttle head comes out easily.hopeless product very disappointing,0,10
Terrific purchase,Amazing genuine product at best price...go ahead without any further thought.,1,11
Delightful,Nice product ND nce delivery,1,5
Just okay,Nyc,1,1
Absolute rubbish!,"While playing, going like a rocket speed to out of the  ground... speed of the cork is too high....",0,19
Fabulous!,200 is almost same.,1,4
Worthless,Good,1,1
