Final Text,Sentiment
delightful. good product,1
hated it . worst shuttle,0
fair. some coke are never use for long run,0
super . feather quickly damage maximum 4 5 days,0
decent product. very good product,1
excellent. its better for professionals,1
awesome. received original m 350 shuttle cork..thanks,1
mind blowing purchase. bad,0
very poor. bad experience. mentioned slow shuttle but actually it s very fast. not at all good for the game,0
brilliant. its real worth and good,1
did not meet expectations. this yr 350 s durability is so bad. i am disappointed,0
must buy . good,0
wonderful. i was using cheaper shuttles before which barely lasted a week. then i thought it s enough i ll make an investment this time around and buy the good ones for once. i almost play every evening with my brother for more or less 45 min .......the first one has lasted me for 2 months and is still holding up well. you can go for it. iam vouching for its longevity and quality.,1
worth every penny. bad quality,0
delightful. very nice product,1
unsatisfactory. super product,1
worth the money. good quality as expected,1
perfect product . good,0
must buy . good quality thanks,1
fabulous . worst product base of every shuttle came within 3 4 games of playing,0
just okay. good,1
brilliant. very nice,1
delightful. best products,1
great product. v. good,1
unsatisfactory. very bad low quality product,0
perfect product . super,1
simply awesome. we used to break 1 feather shuttle everyday this shuttle took one week. we used to play with rsl 4 dint find much difference between these 2 shuttles while playing.we d also played with mavis350 green cap shuttle it used to feel little bit heavy and felt jerk while playing shots.,1
super . it s my all time favorite,1
classy product. good product supper,1
super . cost is increasing day by day like gold rate......,1
very poor. nice,0
just wow . quality of the shuttle is very good and durable.,1
mind blowing purchase. the shuttles delivered are of decent quality.,1
very poor. not satisfied its not like original,0
awesome. this product is excellent,1
terrible product. good,1
awesome. life time of the shuttle is less but u can play a good game,1
delightful. good,1
highly recommended. worst,0
good choice. flight is good but it doesn t lasts long.durability is very poor,1
super . very great product,1
excellent. the quality of product was very bad .this is nt yonex mavis 350.you guys are cheating us .plsss dont buy this product .,0
wonderful. superb product. received as expected and on time.,1
great product. don t buy shuttles are very slow.not worth money,0
nice product. durable. economic and very good.,1
brilliant. best. ball,1
highly recommended. awesome,1
super . excellent product it s better than what i m accepted,1
great product. awesome product,1
perfect product . original product,1
does the job. nice,1
fabulous . delivery was fast and awesome,1
wonderful. good quality. valuable price,1
does the job. super product,1
worth every penny. great product for beginners intermediate players. good quality. really satisfied.,1
not good. good quality and durabilityis lasts upto 10 15 games while playing in doubles,1
very poor. nice,1
hated it . nice,1
brilliant. nicely packed and welly delivered loved it....all shuttles are in good conditions.,1
fabulous . that shuttle was not so much bad not so much good it was ok ok,0
pretty good. good quality,1
not good. it s good original product,1
classy product. satisfy,0
perfect product . bad quality,0
fair. very poor not even 1 set i can play with 1 shuttle. too much worse product,0
just wow . 2 shuttle damage in time play,0
nice product. good quality....,1
must buy . amazing,1
perfect product . good product and quality also,1
terrific purchase. it s really disappointing . 1 shuttle lasts only for 4 to 6 hard practice matches instead of 10 to 15 practice matches. very poor.,0
awesome. very good product. durability is good,1
excellent. nice product,1
terrific purchase. it is slow good for playing outside in open court,1
simply awesome. better,0
useless product. good,1
super . superb,1
bad quality. nice product,1
mind blowing purchase. super producy,1
pretty good. superb...,1
worth the money. very nice,1
classy product. awesome product by yonex.,1
excellent. awesome productgenuine,1
good choice. very bad very fast poor,0
worth every penny. nice and light to play,1
worth the money. it s very bad product. all shuttle are very low quality,0
nice product. good for all interest players,0
not good. nice,1
waste of money . super product i bought and use this product green 75 slow ...... good product for out door playing.....,1
great product. good quality pruduct good to play,1
worth every penny. good product,1
fabulous . super product,1
best in the market . good product thanks to flipkart,1
delightful. must buy,1
perfect product . very good product good platform for shopping and good quality .thank you very much.,1
mind blowing purchase. very nice,1
super . best quality,1
value for money. 2 shuttle were already damaged before even playing bottom side of the shuttle was cracked.so buy it from. shops where you can check the shuttle before purchasing.,0
perfect product . dont buy. i got used shuttles,0
utterly disappointed. very good,1
good. love you,1
excellent. gd,1
nice product. go for it,1
highly recommended. genuine product verified positively on sunrise tnt. best shuttle for regular play and cost effective due to its durability.also the life of shuttle depends on how less it is mishit so if shots are better the shuttle will last longer,1
excellent. great product as usual,1
good quality product. long lasting and best shuttles much more better than expected thanks flipkart..,1
perfect product . best deal,1
classy product. good for health....try it....,1
just wow . waste product. this very fast shuttle. vendor cheated,0
must buy . average,0
